"data","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","year","paper_key","volume","issue","autori"
"journal-article-10.2307_23596528","0","0","0","0","0","0","0.06112793","0","0","0.9386306","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1983","Tests for a threshold effect in the price—cost relationship","7","1","Bird&"
"journal-article-10.2307_23596529","0","0","0","0.028617423","0","0","0.44758114","0","0.25843894","0","0.06742592","0","0.022291264","0.081539884","0.07622903","0","0","0","0","0","0","0","0","0","0.017756311","1983","Some strengths in Marx's disequilibrium theory of money","7","1","Lavoie&"
"journal-article-10.2307_23596530","0","0","0","0","0","0","0","0","0","0","0.19245668","0","0","0","0","0","0","0.8071436","0","0","0","0","0","0","0","1983","On Keynesian model building and the rational expectations critique: a question of methodology","7","1","Hendry&"
"journal-article-10.2307_23596531","0","0","0","0","0","0","0","0","0","0","0.24069661","0","0","0","0","0","0","0.7589779","0","0","0","0","0","0","0","1983","Different approaches to economic modelling","7","1","Lawson&"
"journal-article-10.2307_23596532","0.02518424","0","0","0.19708377","0","0.3767676","0","0","0.02775136","0.036454268","0","0","0","0","0","0","0","0","0","0","0.33662432","0","0","0","0","1983","Government policies, European recession and problems of recovery","7","1","Cripps&Ward&"
"journal-article-10.2307_23596536","0","0","0","0.105941765","0","0.859478","0","0","0","0","0","0","0","0","0.013529955","0","0.0151707","0","0","0","0","0","0","0","0","1982","Economic reform and foreign trade in Yugoslavia","6","2","Flaherty&"
"journal-article-10.2307_23596537","0","0","0","0.011773774","0","0.65332645","0","0","0.22821267","0","0","0.034418073","0","0","0","0","0","0","0","0","0.07216352","0","0","0","0","1982","The recent experience of stabilising and opening up the Argentinian economy","6","2","Beccaria&Carciofi&"
"journal-article-10.2307_23596538","0.09373032","0","0","0","0.21407442","0.13213852","0","0","0","0","0","0.015222348","0","0","0","0.045222793","0.43923163","0","0","0","0.033615593","0","0.026665533","0","0","1982","The Emilian model: productive decentralisation and social integration","6","2","Brusco&"
"journal-article-10.2307_23596539","0","0","0","0","0","0","0","0","0","0.2749335","0","0","0","0","0.72479993","0","0","0","0","0","0","0","0","0","0","1982","The rate of profit over the business cycle","6","2","Hahnel&Sherman&"
"journal-article-10.2307_23596540","0","0","0","0","0","0.25391594","0","0","0","0","0.010555605","0","0","0.016826805","0","0","0","0","0","0","0.6667391","0","0","0","0.042621963","1982","The changing role of protection in the world economy","6","2","Willoughby&"
"journal-article-10.2307_23596543","0","0.05145871","0","0","0","0.030753748","0","0","0","0","0","0.016994534","0","0.5212827","0","0.029033117","0","0","0","0","0.21012999","0","0","0","0.14019825","1980","Against convergence","4","3","Ellman&"
"journal-article-10.2307_23596544","0","0","0","0","0","0.26159054","0","0","0","0.60097164","0","0.115828395","0","0","0.021485584","0","0","0","0","0","0","0","0","0","0","1980","Pricing in the Mexican manufacturing sector","4","3","Ros&"
"journal-article-10.2307_23596545","0.11530643","0","0.0796925","0","0","0","0","0","0.17141625","0.5473066","0","0","0","0","0.051587347","0","0","0.034537245","0","0","0","0","0","0","0","1980","Bargaining power, search theory and the Phillips curve","4","3","Kahn&"
"journal-article-10.2307_23596546","0","0","0","0","0","0.7933009","0","0","0.11072613","0","0","0","0","0","0.072453134","0","0","0","0","0","0","0","0","0.023350773","0","1980","Accounting for development","4","3","Phongpaichit&"
"journal-article-10.2307_23596547","0","0","0","0","0.101315424","0","0","0","0.010326765","0","0","0.53800327","0","0","0.34963256","0","0","0","0","0","0","0","0","0","0","1980","Worker-management and the choice of technique","4","3","Jarsulic&"
"journal-article-10.2307_23596548","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.015367862","0","0","0","0.98391724","0","0","1980","High interest rates in backward agricultural communities: an examination of the 'default hypothesis'","4","3","Borooah&"
"journal-article-10.2307_23596549","0","0","0","0","0","0.5659999","0","0","0","0","0","0","0.06055736","0","0","0","0","0","0","0","0.31991953","0","0","0.037981406","0","1980","Economic development and revolutionary upheavals in Iran","4","3","Walton&"
"journal-article-10.2307_23596553","0","0","0","0","0","0","0","0","0.06952759","0","0.104935676","0","0","0","0","0","0","0.7916493","0","0","0","0","0","0","0.033728622","1981","Keynesian model building and the rational expectations critique","5","4","Lawson&"
"journal-article-10.2307_23596554","0.015284141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.021158982","0","0","0","0","0","0","0.96347046","0","0","1981","Market failure and control of labour power: towards an explanation of 'structure' and change in Indian agriculture. Part 2","5","4","Sen&"
"journal-article-10.2307_23596555","0.64052856","0","0","0","0.025979968","0","0","0","0","0","0","0.032711297","0","0","0","0","0.29594836","0","0","0","0","0","0","0","0","1981","Strategies of enterprises in the German labour market","5","4","Windolf&"
"journal-article-10.2307_23596556","0.022629771","0","0","0","0","0","0.032694068","0","0","0","0","0.099236645","0","0","0.70141363","0","0","0","0","0","0","0","0.14385167","0","0","1981","On the timing of wage payments","5","4","Harris&"
"journal-article-10.2307_23596557","0","0","0","0","0","0","0","0","0","0","0.454891","0","0","0","0","0","0","0","0","0","0.051983617","0.06931709","0","0","0.42316335","1981","Against 'Against convergence'","5","4","Coats&Thompstone&"
"journal-article-10.2307_23596558","0","0","0","0","0","0.018177845","0","0","0","0","0.17984663","0","0","0.08237237","0","0","0","0","0","0","0.0644994","0.082677945","0","0","0.5716004","1981","Reply to 'Against ""Against convergence""'","5","4","Ellman&"
"journal-article-10.2307_23596559","0","0","0","0.07445208","0.020752888","0","0","0","0","0","0","0.061904848","0.019415695","0.16998506","0.096642084","0.026005767","0","0","0","0","0.4867805","0","0","0","0.043942917","1981","Socialism on Earth","5","4","Nuti&"
"journal-article-10.2307_23596562","0.029139427","0","0","0","0","0.74200284","0.01658842","0","0.01499578","0.19718674","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1977","UK industry and the world economy: a case of de-industrialisation?","1","2","Singh&"
"journal-article-10.2307_23596563","0","0","0.1424457","0","0.10952463","0","0.3914058","0","0","0","0","0.20841402","0","0","0","0","0.12520973","0","0","0","0.0228706","0","0","0","0","1977","Competition and the evolution of the capitalist mode of production","1","2","Clifton&"
"journal-article-10.2307_23596564","0","0.06549602","0","0","0","0.33996716","0.046291724","0","0","0.20130396","0","0.05977536","0","0","0","0","0","0","0","0.011137228","0","0.2759213","0","0","0","1977","International trade and economic growth: an alternative to the neoclassical approach","1","2","Barker&"
"journal-article-10.2307_23596565","0.09054285","0","0","0","0","0","0.0804516","0","0","0","0","0.11093377","0","0","0.43343392","0","0.04349308","0","0","0","0","0","0.24104843","0","0","1977","The Marxian theory of value and hetero-geneous labour: a critique and reformulation","1","2","Bowles&Gintis&"
"journal-article-10.2307_23596566","0.014251885","0.019497138","0","0","0","0.65200406","0.020337017","0","0","0","0","0","0.03489949","0","0.18823303","0","0","0","0","0.060101055","0","0","0","0","0.010535683","1977","Capitalism and industrial development: some lessons from Britain's experience","1","2","Kaldor&"
"journal-article-10.2307_23596567","0","0","0","0.1425618","0","0.6493498","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.20780495","0","0","0","0","1977","A new international economic order?","1","2","Abdel-Fadil&Cripps&Wells&"
"journal-article-10.2307_23596570","0","0","0","0.1455553","0","0.6923169","0","0","0.12273056","0","0","0","0","0","0.039311253","0","0","0","0","0","0","0","0","0","0","1983","Economic liberalism in Chile, 1973—82: a model for growth and development or a recipe for stagnation and impoverishment?","7","2","Parkin&"
"journal-article-10.2307_23596571","0","0","0","0.11448804","0","0.71879804","0","0","0","0","0","0","0","0","0.07729206","0","0","0","0","0","0.075981356","0","0","0","0","1983","Nicaragua: establishing the state as the centre of accumulation","7","2","Irvin&"
"journal-article-10.2307_23596572","0","0","0","0","0","0","0.19505124","0","0","0","0","0.4938955","0","0","0.13172005","0","0","0","0","0","0","0","0.17905091","0","0","1983","Non-produced means of production in Sraffa's system: basics, non-basics and quasi-basics","7","2","Gibson&McLeod&"
"journal-article-10.2307_23596573","0.20967433","0","0","0","0","0","0","0","0","0","0","0","0.013331212","0.057046697","0","0.6475001","0","0","0","0","0.031516287","0","0","0","0.03738672","1983","Women and the UK tax system: the case for reform?","7","2","Knight&"
"journal-article-10.2307_23596574","0","0","0","0","0","0","0.7608952","0","0","0","0","0","0","0","0.23879161","0","0","0","0","0","0","0","0","0","0","1983","Professor Garegnani's defence of Sraffa on the material rate of profit","7","2","Hollander&"
"journal-article-10.2307_23596575","0","0","0","0","0","0","0.9935806","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1983","Ricardo's early theory of profits and its 'rational foundation': a reply to Professor Hollander","7","2","Garegnani&"
"journal-article-10.2307_23596576","0.59102947","0","0","0.07359279","0","0","0","0","0","0","0","0","0","0","0","0.11073885","0","0","0","0","0.22451708","0","0","0","0","1983","Reagan social policy and labour force restructuring","7","2","Rosenberg&"
"journal-article-10.2307_23596577","0","0.05582008","0","0","0.030496614","0.11840309","0","0","0","0","0","0","0","0","0","0","0","0","0","0.15264331","0.6325573","0","0","0","0","1983","Trends in European industrial intervention","7","2","Hesselman&"
"journal-article-10.2307_23596580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9958514","1983","Foreword","7","03-apr","Harcourt&"
"journal-article-10.2307_23596581","0","0","0.036286738","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.96105915","1983","Joan Robinson: a word of appreciation","7","03-apr","Galbraith&"
"journal-article-10.2307_23596582","0","0","0","0","0","0","0.012499193","0","0","0","0","0","0.1389171","0","0","0.02996962","0","0","0","0","0.022345928","0","0","0.019705325","0.7762105","1983","Joan Robinson: in the radical vein A laywoman's homage","7","03-apr","Narasimhan&"
"journal-article-10.2307_23596583","0","0","0","0","0","0","0","0","0.9998154","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1983","Kalečki and Keynes on finance, investment and saving","7","03-apr","Asimakopulos&"
"journal-article-10.2307_23596584","0","0","0","0","0","0","0","0","0.33859256","0","0","0.39238054","0","0","0.2686722","0","0","0","0","0","0","0","0","0","0","1983","Multimarket classification of unemployment: a sceptical note","7","03-apr","Bhaduri&"
"journal-article-10.2307_23596585","0","0","0.019220332","0.037017297","0","0.057836615","0.019844554","0","0","0","0","0.043889623","0.010329735","0.194539","0.11478414","0","0","0","0","0","0.33943167","0","0","0","0.15027279","1983","Socialism and development","7","03-apr","Brus&Kowalik&"
"journal-article-10.2307_23596586","0","0","0","0","0","0.57917416","0","0","0","0.24265797","0","0.099564135","0","0","0.078341275","0","0","0","0","0","0","0","0","0","0","1983","Trade and capital accumulation in a process of import substitution","7","03-apr","Casar&Ros&"
"journal-article-10.2307_23596587","0","0","0","0","0","0","0.22325622","0","0.42869484","0","0","0.2721988","0","0","0","0","0","0","0","0","0","0","0","0","0.07572804","1983","The long-period theory of employment","7","03-apr","Eatwell&"
"journal-article-10.2307_23596588","0","0","0","0.04195318","0","0.36592335","0","0","0.039425988","0","0","0","0","0","0","0","0","0","0","0","0.5525831","0","0","0","0","1983","Chile: a laboratory for failed experiments in capitalist political economy","7","03-apr","García H.&Wells&"
"journal-article-10.2307_23596589","0","0","0","0","0","0","0.06259714","0","0.123890586","0.07247477","0","0.14255403","0","0","0.5979002","0","0","0","0","0","0","0","0","0","0","1983","A note on wages, profits and fluctuating growth rates","7","03-apr","Goodwin&"
"journal-article-10.2307_23596590","0","0","0","0","0","0","0","0","0","0","0.041282088","0.4873399","0","0","0.4712545","0","0","0","0","0","0","0","0","0","0","1983","Accumulation of capital and the rate of profit in Marxian theory","7","03-apr","Harris&"
"journal-article-10.2307_23596591","0","0","0","0","0","0","0.49236587","0","0","0","0.24560316","0","0.131519","0.094463184","0","0","0","0","0","0","0","0","0","0","0.035888273","1983","Joan Robinson and the labour theory of value","7","03-apr","Hunt&"
"journal-article-10.2307_23596592","0","0","0","0","0","0","0.09538565","0","0.49897867","0","0","0.40551904","0","0","0","0","0","0","0","0","0","0","0","0","0","1983","The microfoundations of the 'generalisation of The General Theory' and 'bastard Keynesianism': Keynes's theory of employment in the long and the short period","7","03-apr","Kregel&"
"journal-article-10.2307_23596593","0","0","0","0","0","0","0.014322863","0","0","0","0.052014966","0","0.010152107","0","0","0.87478715","0","0","0","0","0","0","0","0","0.04855705","1983","Indian women: well-being and survival","7","03-apr","Kynch&Sen&"
"journal-article-10.2307_23596594","0","0","0","0","0","0.12826127","0","0","0","0","0","0","0","0","0.15527499","0.4528894","0","0","0","0","0.016993403","0","0","0.23733011","0","1983","De-collectivisation of agriculture in China, 1979—82: a long-term perspective","7","03-apr","Nolan&"
