chiave,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,year,title,volume,issue,autori
journal-article-10.2307_23596593,0.75961363,0,0,0,0,0.08182451,0.024600038,0.13387991,0,0,1983,Indian women: well-being and survival,7,03-apr,Kynch&Sen&
journal-article-10.2307_23596594,0.053762622,0.1929674,0,0,0,0.753213,0,0,0,0,1983,"De-collectivisation of agriculture in China, 1979—82: a long-term perspective",7,03-apr,Nolan&
journal-article-10.2307_23596595,0,0.23075505,0.20543456,0,0,0,0.56358564,0,0,0,1983,The accumulation of capital,7,03-apr,Pasinetti&
journal-article-10.2307_23596596,0.1738585,0.24764049,0.13272324,0,0.3136129,0,0.06660556,0.065520324,0,0,1983,Productive systems,7,03-apr,Wilkinson&
journal-article-10.2307_23596602,0,0,0,0,0.5322319,0,0,0,0, 0.46762887,1981,Do mergers reduce corporate investment? Evidence from United Kingdom experience,5,2,Kumar&
journal-article-10.2307_23596603,0.11271451,0.010357588,0,0,0,0.06047647,0.22783981,0.5518787,0.0366872,0,1981,A conceptual analysis of a non-capitalist gift economy with particular reference to Papua New Guinea,5,2,Gregory&
journal-article-10.2307_23596604,0.5233752,0,0,0,0,0.40513834,0,0,0, 0.07140114,1981,Economic reform and income distribution in Poland: the negative evidence,5,2,Flakierski&
journal-article-10.2307_23596605,0,0,0.18404627,0,0,0,0.045697648,0,0, 0.7701726,1981,"Wages, salaries, and the profit share: a reassessment of the evidence",5,2,Munley&
journal-article-10.2307_23596606,0,0,0.06354796,0,0,0,0.14794831,0,0, 0.7883289,1981,"Wages, salaries and the profit share: a rejoinder",5,2,Weisskopf&
journal-article-10.2307_23596607,0,0.8333125,0,0,0,0,0.16601561,0,0,0,1981,Technical change and the profit rate: a simple proof of the Okishio theorem,5,2,Bowles&
journal-article-10.2307_23596608,0,0,0,0.020878859,0,0.5360882,0,0,0.4428783,0,1981,Nicaragua's debt renegotiation,5,2,Weinert&
journal-article-10.2307_23596609,0.019325044,0.110854276,0,0,0,0.869633,0,0,0,0,1981,Nicaraguan agricultural policy: 1979—81,5,2,Deere&
journal-article-10.2307_23596613,0.09788217,0.804482,0,0,0,0,0,0,0, 0.09758968,1981,Market failure and control of labour power: towards an explanation of 'structure' and change in Indian agriculture. Part 1,5,3,Sen&
journal-article-10.2307_23596614,0.070707224,0.3322126,0,0,0,0.24807076,0,0,0, 0.34894472,1981,An international comparison of the rate of surplus value in manufacturing industry,5,3,Amsden&
journal-article-10.2307_23596615,0.039638862,0,0.035673924,0,0,0.06524993,0.7308633,0.12279699,0,0,1981,Mechanical political economy,5,3,Claeys&Kerr&
journal-article-10.2307_23596616,0.21016426,0.09956995,0,0,0,0,0.6901111,0,0,0,1981,On heterogeneous labour and the labour theory of value,5,3,Catephores&
journal-article-10.2307_23596617,0.23268454,0,0,0,0,0,0.7669289,0,0,0,1981,A comment on Bowles and Gintis' Marxian theory of value,5,3,McKenna&
journal-article-10.2307_23596618,0.080720365,0,0,0,0,0,0.9188712,0,0,0,1981,Labour heterogeneity and the labour theory of value: a reply,5,3,Bowles&Gintis&
journal-article-10.2307_23596619,0,0,0,0,0.020163525,0.9797775,0,0,0,0,1981,The development of Greek shipping capital and its implications for the political economy of Greece,5,3,Serafetinidis&Serafetinidis&Lambrinides&Demathas&
journal-article-10.2307_23596623,0.50329995,0,0.11479292,0.022709778,0,0,0.23310521,0.12604496,0,0,1984,"Gender and class in Marshall's ""Principles of Economics""",8,3,Pujol&
journal-article-10.2307_23596624,0.028190777,0,0,0,0.21578123,0.19061369,0,0,0.08878, 0.47657573,1984,Recent trends in aggregate concentration in the United Kingdom economy,8,3,Hughes&Kumar&
journal-article-10.2307_23596625,0,0.41616407,0,0,0.21773149,0,0,0,0, 0.36601517,1984,"Prosperity, crisis and innovation patterns",8,3,Kleinknecht&
journal-article-10.2307_23596626,0,0.6816372,0,0,0,0,0.31824702,0,0,0,1984,From surrogate to pseudo production functions,8,3,Baldone&
journal-article-10.2307_23596627,0.028156977,0.34493896,0,0,0,0.26847073,0,0,0, 0.3582328,1984,Transformations of labour use in Indian agriculture,8,3,Chattopadhyay&
journal-article-10.2307_23596628,0.09809313,0,0.3014253,0,0.14210907,0.45829248,0,0,0,0,1984,The economic consequences of reduced UK military expenditure,8,3,Dunne&Smith&
journal-article-10.2307_23596632,0.016429529,0,0.326186,0,0,0,0,0,0.43590713, 0.21232434,1977,"Conflict, inflation and money",1,3,Rowthorn&
journal-article-10.2307_23596633,0.4998117,0.031902585,0,0,0,0,0.17958985,0.28864077,0,0,1977,Class struggle and the persistence of the working-class family,1,3,Humphries&
journal-article-10.2307_23596634,0.12704936,0.010007745,0,0,0,0.6999453,0,0,0, 0.16294196,1977,The diffusion of durables in Brazil and its implications for recent controversies concerning Brazilian development,1,3,Wells&
journal-article-10.2307_23596635,0,0,0,0,0,0,0.9899539,0,0,0,1977,Erratum: The Marxian theory of value and hetero-geneous labour: a critique and reformulation,1,3,
journal-article-10.2307_23596636,0,0,0,0,0,0.36315253,0,0.22499281,0.2316002, 0.176388,1977,[Introduction,1,3,
journal-article-10.2307_23596637,0.07835425,0,0,0,0,0.558801,0,0,0.1588409, 0.20388152,1977,Report from Holland: the economics of North Sea hydrocarbons,1,3,Ellman&
journal-article-10.2307_23596638,0.033213794,0.1785162,0,0,0,0,0,0,0.13021165, 0.6579772,1977,Unemployment in the Netherlands: a criticism of the den Hartog—Tjan vintage model,1,3,de Klerk&van der Laan&Thio&
journal-article-10.2307_23596639,0,0,0.109960124,0,0,0,0.7560281,0,0.13387936,0,1977,Keynes on the 'classical' theory of interest,1,3,Milgate&
journal-article-10.2307_23596642,0.122944206,0.3401496,0,0,0,0.39800972,0,0.049018953,0, 0.089807965,1984,Comparing the process of socio-economic development in market and non-market economies: the EEC and CMEA,8,4,Wiedemann&
journal-article-10.2307_23596643,0.633436,0,0.07143385,0,0,0,0.13991469,0.15515547,0,0,1984,The reconstitution of the supply side of the labour market: the relative autonomy of social reproduction,8,4,Humphries&Rubery&
journal-article-10.2307_23596644,0,0.76631075,0.041436393,0,0,0.041908406,0.15022947,0,0,0,1984,Unequal pricing and unequal exchange between the peasant and capitalist economies,8,4,Caballero&
journal-article-10.2307_23596645,0,0,0,0,0,0,0.18231167,0.81761795,0,0,1984,Physics and the 'marginalist revolution',8,4,Mirowski&
journal-article-10.2307_23596646,0,0.06237313,0,0.044865478,0,0,0.35398653,0,0.5387211,0,1984,Inflation: a non-monetarist monetary interpretation,8,4,De Vroey&
journal-article-10.2307_23596647,0,0,0,0,0.14484967,0.21773475,0,0,0, 0.63579273,1984,CORRECTION: Recent trends in aggregate concentration in the United Kingdom economy: revised estimates,8,4,Hughes&Kumar&
journal-article-10.2307_23596648,0,0,0.041583337,0,0,0,0.95780873,0,0,0,1984,On Dobb's interpretation of Jevons on Ricardo,8,4,Kriesler&
journal-article-10.2307_23596652,0.41441196,0,0,0,0,0.5630945,0,0,0.02245026,0,1981,Northern Ireland: an economy in crisis,5,1,Rowthorn&
journal-article-10.2307_23596653,0,0.51204854,0.025546888,0,0,0.22843976,0,0.10008409,0.13381507,0,1981,Class relations and the pattern of accumulation in an agrarian economy,5,1,Bhaduri&
journal-article-10.2307_23596654,0.03239295,0.024359642,0,0,0,0.21586484,0,0,0, 0.7272804,1981,Employment and productivity in the EEC,5,1,Boyer&Petit&
journal-article-10.2307_23596655,0,0.51497525,0.02481955,0,0,0,0.45992565,0,0,0,1981,Falling rate of profit with a constant real wage. An example,5,1,Salvadori&
journal-article-10.2307_23596656,0,0,0,0,0,0,0.8955598,0.10393593,0,0,1981,John Stuart Mill on value,5,1,de Vivo&
journal-article-10.2307_23596657,0,0.07488253,0,0,0,0.08503163,0,0,0.83994997,0,1981,Monetary control in the UK,5,1,Miller&
journal-article-10.2307_23596658,0.10713105,0,0,0,0,0.43883616,0,0,0.4017179, 0.05223607,1981,The economic consequences of Mrs Thatcher,5,1,Coutts&Tarling&Ward&Wilkinson&
journal-article-10.2307_23596659,0.031201584,0,0,0,0.050927978,0.8018438,0,0,0.11593064,0,1981,Government planning as a means to economic recovery in the UK,5,1,Cripps&
journal-article-10.2307_23596662,0,0,0.7700836,0,0,0,0.08827021,0,0.14160153,0,1984,"Growth, distribution, and inflation: a centennial synthesis",8,2,Marglin&
journal-article-10.2307_23596663,0.015207998,0.050165404,0,0.4326195,0,0.0524068,0,0,0.43740115, 0.012143409,1984,"Implicit interest rates, usury and isolation in backward agriculture",8,2,Basu&
journal-article-10.2307_23596664,0.6224716,0,0,0,0.37747428,0,0,0,0,0,1984,The extended internal labour market,8,2,Manwaring&
journal-article-10.2307_23596665,0.030074801,0.023898134,0.122277446,0.33693248,0,0.02439802,0,0.44660684,0, 0.015734544,1984,Social choice theory and the world in which we live,8,2,Taylor&
journal-article-10.2307_23596666,0.17397203,0.11816249,0.15947725,0,0.18683317,0.025022354,0.18376647,0.15273768,0,0,1984,"Homogenise, divide and rule: an essay on ""Segmented Work, Divided Workers""",8,2,Nolan&Edwards&
journal-article-10.2307_23596667,0,0,0,0,0,0,0.95906645,0,0,0,1984,Erratum: Productive systems,8,2,
journal-article-10.2307_23596670,0.03360116,0,0,0,0.030905189,0.11150583,0.5554135,0.268394,0,0,1984,Piero Sraffa,8,1,PERTINI&GAREGNANI&KALDOR&
journal-article-10.2307_23596671,0,0.28840187,0.15616652,0,0.34654403,0,0.017397353,0.055896524,0, 0.13555987,1984,Technological innovation and long waves,8,1,Rosenberg&Frischtak&
journal-article-10.2307_23596672,0,0,0.437265,0,0,0.0888689,0,0,0, 0.47377822,1984,"Stagnation, income distribution and monopoly power",8,1,Dutt&
journal-article-10.2307_23596673,0.42984846,0.09025706,0,0,0.47984278,0,0,0,0,0,1984,Technological change and craft control in the newspaper industry: an international comparison,8,1,Griffin&
journal-article-10.2307_23596674,0.506389,0,0,0,0,0,0,0,0, 0.48387662,1984,Segmented labour: time series hypothesis and evidence,8,1,Reich&
journal-article-10.2307_23596675,0,0,0,0,0,0,0.9241164,0,0, 0.07556011,1984,"The wage basket in Ricardo's ""Essay on Profits""",8,1,Rankin&
journal-article-10.2307_23596676,0,0,0.0947375,0.022452176,0,0,0.5448807,0.19978893,0.09435075, 0.043672886,1984,A note on Hicks's 'contemporaneous causality',8,1,Termini&
journal-article-10.2307_23596677,0,0,0,0,0,0,0.67690444,0,0.32279092,0,1984,Marx's analysis of the relationship between the rate of interest and the rate of profits: a comment,8,1,Chiodi&Messori&
journal-article-10.2307_23596678,0,0,0,0,0,0,0.63618064,0,0.3635778,0,1984,"Interest costs, profit and pricing: a reply",8,1,Panico&
journal-article-10.2307_23596679,0,0,0.06805771,0.2736219,0.09898473,0.22635154,0.27300987,0,0, 0.0598931,1984,Economic arguments on the sufficiency of natural resources,8,1,Aage&
journal-article-10.2307_23596680,0,0,0,0,0,0.842043,0.1532948,0,0,0,1984,"Erratum: Government policies, European recession and problems of recovery",8,1,
journal-article-10.2307_23596683,0,0.2765632,0,0,0,0.16987215,0,0,0, 0.5534441,1978,Growth and the import of technology: Poland 1971—1980,2,1,Gomulka&
journal-article-10.2307_23596684,0.48906782,0.1485185,0.039713167,0,0.2729618,0,0.049699705,0,0,0,1978,"Structured labour markets, worker organisation and low pay",2,1,Rubery&
journal-article-10.2307_23596685,0,0.08056167,0.44285676,0,0,0,0.45334,0,0, 0.02315219,1978,Marxian models of reproduction and accumulation,2,1,Roemer&
journal-article-10.2307_23596686,0.05803164,0.07578567,0,0,0,0.8661367,0,0,0,0,1978,Economic development in Meiji Japan and contemporary China: a comparative study,2,1,Lippit&
journal-article-10.2307_23596687,0.051137663,0,0.6820397,0,0,0,0,0,0.17046478, 0.09628202,1978,Linking wages to prices without causing inflation: deferred income in theory and practice,2,1,Maital&
journal-article-10.2307_23596688,0.16727662,0,0,0,0.013168218,0.7039446,0,0,0.02495234, 0.09060192,1978,Industrial policy and economic development: the experience of Northern Ireland and the Republic of Ireland,2,1,Moore&Rhodes&Tarling&
journal-article-10.2307_23597000,0.11757136,0.28836456,0,0,0.35065004,0.20481804,0,0,0, 0.038533885,1985,The economic performance of producer co-operatives within command economies: evidence for the case of Poland,9,2,Jones&
journal-article-10.2307_23597001,0,0,0.1923068,0,0,0.23207091,0,0,0.1478039, 0.42774144,1985,"The degree of monopoly, the macroeconomic balance and the international current account: the adjustment to the oil shocks",9,2,Nicolini&
journal-article-10.2307_23597002,0.013873003,0,0,0,0.23828642,0.74776226,0,0,0,0,1985,The problem of late industrialisation and the experience of the Republic of Ireland,9,2,O'Malley&
journal-article-10.2307_23597003,0,0,0.93329024,0,0,0,0.06639372,0,0,0,1985,The existence of a two-class economy in a general Cambridge model of growth and distribution,9,2,Fazi&Salvadori&
journal-article-10.2307_23597004,0,0.2833008,0,0,0,0,0.6707803,0,0, 0.04571794,1985,On input 'demand curves',9,2,Steedman&
journal-article-10.2307_23597005,0,0,0.7178368,0,0,0,0.04369892,0,0.23827049,0,1985,"Jean Baptiste Marglin: a comment on 'Growth, Distribution and Inflation'",9,2,Nell&
journal-article-10.2307_23597006,0,0,0.19186315,0,0,0,0,0,0.18108049, 0.62682635,1985,"Mark-up pricing, inflation and distributional shares: a note",9,2,Tarling&Wilkinson&
journal-article-10.2307_23597007,0,0,0,0,0.22681506,0.77309495,0,0,0,0,1985,Was Japan's industrial policy successful?,9,2,Boltho&Boltho&
journal-article-10.2307_23597010,0.30270863,0.10525295,0,0.012430148,0.13740954,0.4421471,0,0,0,0,1985,"State regulation, enterprise behaviour and the labour market in Hungary, 1968—83",9,3,Galasi&Sziráczki&
journal-article-10.2307_23597011,0.46685004,0.033125736,0,0,0,0.09199645,0,0,0, 0.40798163,1985,"Poverty, technology and infrastructure in rural India",9,3,Gaiha&
journal-article-10.2307_23597012,0,0,0.04921604,0.018058183,0.016488295,0,0.8537088,0,0.062456843,0,1985,Alfred Marshall: fitting the theory to the facts,9,3,Dooley&
journal-article-10.2307_23597013,0,0,0.17929906,0.049146514,0,0,0.09205348,0,0.6794225,0,1985,"Finance, saving and investment in Keynes's economics",9,3,Snippe&
journal-article-10.2307_23597014,0,0.5566804,0,0,0.12119106,0.2935851,0,0,0, 0.021536237,1985,The division of labour is limited by the rate of growth of the market: the Taiwan machine tool industry in the 1970s,9,3,Amsden&
journal-article-10.2307_23597015,0,0.028185766,0.6132568,0,0.14036472,0.21813658,0,0,0,0,1985,"Economists as nationalised sector managers: reforms of the electrical rate structure in France, 1946—1969",9,3,Frost&
journal-article-10.2307_23597020,0,0,0,0,0,0,0.9470487,0,0, 0.047897507,1986,A comparative evaluation of Sraffa's 'The laws of returns under competitive conditions' and its Italian precursor,10,1,Maneschi&
journal-article-10.2307_23597021,0.80986315,0,0.0734743,0.014369139,0,0,0,0,0, 0.10223605,1986,The incidence and duration of individual unemployment: supply side or demand side?,10,1,Osberg&Apostle&Clairmont&
journal-article-10.2307_23597022,0,0.8109317,0,0,0,0,0.18884961,0,0,0,1986,The deviation of prices from labour values: an extension to the non-competitive case,10,1,Reati&
journal-article-10.2307_23597023,0.3815783,0,0,0,0,0,0,0,0, 0.61833286,1986,The impact on employment of a reduction in the length of the working week,10,1,Whitley&Wilson&
journal-article-10.2307_23597024,0,0.3415184,0,0,0,0.0426907,0,0.5876236,0.028103553,0,1986,Property relations and class relations in Genovese and the modes of production controversy,10,1,Feiner&
journal-article-10.2307_23597025,0,0,0.08425996,0,0,0,0,0,0.9153638,0,1986,"Finance, investment and saving: a comment on Asimakopulos",10,1,Terzi&
journal-article-10.2307_23597026,0,0,0.42884365,0,0,0,0,0,0.5703546,0,1986,"Finance, investment and saving: a reply to Terzi",10,1,Asimakopulos&
journal-article-10.2307_23597027,0.08842527,0.28954795,0,0,0,0.6219396,0,0,0,0,1986,"Towards an appraisal of the impact of rural reform in China, 1978—85",10,1,Nolan&Paine&
journal-article-10.2307_23597036,0.05094559,0,0.5359715,0,0,0.0375989,0,0.37506798,0,0,1986,Nicholas Kaldor—an appreciation,10,4,Pasinetti&
journal-article-10.2307_23597037,0,0.4136028,0,0,0.42528656,0.16102667,0,0,0,0,1986,'Brand-naming' as an entry strategy in the European white goods industry,10,4,Paba&
journal-article-10.2307_23597038,0,0.027607534,0,0.26657832,0.5403549,0.12833302,0.037066285,0,0,0,1986,Organisational requirements of a socialist economy: theoretical and practical suggestions,10,4,Dietrich&
journal-article-10.2307_23597039,0,0.19395974,0.57834226,0.011331658,0,0.21631405,0,0,0,0,1986,Michal Kalecki's contribution to the theory and practice of socialist planning,10,4,Nuti&
journal-article-10.2307_23597040,0,0,0,0,0,0.502034,0,0,0, 0.49215162,1986,The Singer–Prebisch hypothesis: a statistical evaluation,10,4,Sarkar&
journal-article-10.2307_23597041,0,0,0,0,0,0,0.15947089,0,0.84021175,0,1986,"Finance, saving and investment in Keynes's economics: a reply",10,4,Snippe&
journal-article-10.2307_23597042,0,0.6438138,0,0,0,0,0.35592663,0,0,0,1986,"Non-produced means of production in Sraffa's system: basics, non-basics and quasi-basics. A comment",10,4,D'Agata&
journal-article-10.2307_23597043,0,0.675496,0,0,0,0,0.32420787,0,0,0,1986,Technical change and the theory of rent: reply to D'Agata,10,4,Gibson&McLeod&
journal-article-10.2307_23597044,0.32775506,0,0.013504848,0,0.04581183,0.41776028,0,0,0.16918898, 0.025924006,1986,Full-employment policies in stagnation: France in the 1980s,10,4,Petit&
